SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
512608,BHANDARI HOS,B ,Q,1.26,1.26,1.20,1.24,1.24,1.22,18,8385,10210.00,
512626,ORBIT EXPORT,B ,Q,109.00,112.00,107.50,112.00,112.00,115.00,17,19,2075.00,
512634,SAVERA IND  ,X ,Q,53.85,53.85,46.00,46.00,46.00,48.45,14,1185,54525.00,
513005,VBC FERRO   ,XT,Q,26.95,26.95,26.95,26.95,26.95,25.75,1,8,215.00,
513010,TATASTLLP   ,B ,Q,428.70,434.40,422.50,425.10,425.00,420.30,66,1995,855812.00,
513023,NAV BHAR VEN,A ,Q,82.50,84.10,82.10,83.40,83.40,82.90,112,5715,473864.00,
513059,G.S.AUTO INT,XT,Q,4.66,4.66,4.66,4.66,4.66,4.90,4,1000,4660.00,
513097,SHIV.BIMETAL,X ,Q,63.00,63.00,59.25,59.55,59.55,62.10,104,15789,952705.00,
513108,GANDHI SP.TU,B ,Q,289.00,302.20,288.80,302.20,302.20,295.05,58,81,23731.00,
513117,AMFORGE IND.,X ,Q,1.12,1.12,1.12,1.12,1.12,1.16,1,200,224.00,
513119,ABC GAS INT ,XT,Q,9.03,9.03,9.03,9.03,9.03,9.50,1,1,9.00,
513121,ORICON ENT  ,B ,Q,20.00,20.70,19.60,20.45,20.20,19.70,88,3139,63427.00,
513142,BALASORE    ,XT,Q,10.81,11.35,10.27,10.73,10.50,10.81,156,78892,829712.00,
513149,ACROW INDIA ,X ,Q,107.15,107.15,97.15,97.15,97.15,102.05,2,26,2775.00,
513151,STI INDIA LT,B ,Q,8.84,8.84,8.84,8.84,8.84,9.30,2,102,901.00,
513179,NAT STL AGRO,T ,Q,1.85,1.85,1.81,1.81,1.81,1.80,4,781,1430.00,
513216,UTTAM GALVA ,B ,Q,7.63,7.63,7.30,7.31,7.33,7.44,22,5993,43858.00,
513228,PENNAR STEEL,B ,Q,26.25,26.45,25.75,25.90,26.00,25.60,57,4608,119929.00,
513252,JAY USHIN   ,XT,Q,205.10,205.10,205.10,205.10,205.10,205.00,1,20,4102.00,
513262,ST.STR.WHEEL,B ,Q,778.00,783.55,776.50,781.90,782.65,781.90,19,490,383007.00,
513269,MAN IND.(I) ,B ,Q,40.45,40.60,39.85,40.20,40.00,39.65,17,646,25867.00,
513305,MORYO IND   ,X ,Q,111.15,111.15,111.15,111.15,111.15,117.00,8,441,49017.00,
513335,METALFORGE  ,T ,Q,5.67,5.75,5.40,5.40,5.40,5.68,11,201,1153.00,
513343,GRAND FOUND ,T ,Q,4.01,4.01,4.01,4.01,4.01,3.82,1,10,40.00,
513349,AJMERA      ,B ,Q,119.00,119.55,117.00,117.30,117.10,117.25,123,1381,163030.00,
513353,COCHIN MIN. ,X ,Q,168.10,180.00,168.10,175.05,175.05,174.30,8,178,31652.00,
513361,ISW LTD     ,X ,Q,0.52,0.56,0.52,0.56,0.56,0.54,11,9786,5455.00,
513369,RAJKUMAR FRG,X ,Q,28.40,28.40,28.35,28.35,28.35,29.80,8,892,25313.00,
513375,CARBORUNDUM ,A ,Q,282.00,283.50,281.50,283.05,283.05,280.90,81,142874,40290674.00,
513377,MINERAL&METL,A ,Q,20.05,21.10,20.05,20.60,20.60,19.95,636,193532,3988269.00,
513401,ASHIANA ISP.,X ,Q,12.50,12.50,12.00,12.00,12.00,12.05,6,202,2451.00,
513403,PM TELELINN ,X ,Q,3.11,3.11,2.83,3.11,3.11,2.97,6,131,406.00,
513434,TATA METALIK,A ,Q,520.00,523.00,502.20,509.40,513.00,513.90,227,2423,1247193.00,
513436,SHAH ALLOYS ,B ,Q,9.00,9.00,7.97,8.04,8.09,9.96,28,2203,17757.00,
513446,MONNETISPA  ,B ,Q,14.30,14.40,14.05,14.20,14.20,14.00,36,10103,144381.00,
513472,SIMPLEX CAST,X ,Q,39.95,40.00,39.05,39.20,39.05,40.00,3,7,275.00,
513513,ADITYA ISPAT,X ,Q,3.62,3.62,3.62,3.62,3.62,3.81,1,30,108.00,
513515,S.R.INDUS.  ,X ,Q,0.65,0.65,0.65,0.65,0.65,0.65,1,8000,5200.00,
513517,STEELCAST   ,X ,Q,115.00,115.00,114.95,115.00,115.00,114.00,4,402,46225.00,
513519,PITTIENG    ,B ,Q,36.50,37.50,36.15,37.50,37.50,37.15,14,1744,64733.00,
513532,PRADEEP MET.,X ,Q,57.95,57.95,54.00,55.40,54.00,55.85,16,1370,76224.00,
513536,GNRL        ,X ,Q,9.50,9.50,9.50,9.50,9.50,9.50,1,100,950.00,
513554,MAHA STEEL  ,T ,Q,114.00,114.00,106.05,109.10,111.90,110.90,15,6158,699539.00,
513558,REAL STRIPS ,X ,Q,13.05,13.05,13.05,13.05,13.05,13.73,1,47,613.00,
513566,NOVA IRON&ST,XT,Q,4.31,4.31,4.31,4.31,4.31,4.31,1,80,344.00,
513599,HIND.COPPER ,A ,Q,31.50,34.80,31.50,33.75,33.75,31.35,1233,276401,9250601.00,
513605,SRIPIPES    ,B ,Q,163.05,165.80,161.00,164.45,163.20,163.20,756,6966,1141357.00,
513642,AXEL POLYMER,XT,Q,10.36,10.36,10.36,10.36,10.36,10.85,4,1300,13468.00,
513683,NLCINDIA    ,A ,Q,53.60,55.70,53.30,53.95,53.95,54.05,278,30845,1687238.00,
513691,JMT AUTO LTD,T ,Q,1.34,1.34,1.34,1.34,1.34,1.28,5,2638,3534.00,
513693,KIC METALIKS,X ,Q,45.00,48.00,44.80,44.95,44.80,45.00,18,2426,109061.00,
513699,SOLID STONE ,X ,Q,24.75,24.75,24.75,24.75,24.75,25.25,1,25,618.00,
513709,SHILP GRAVUR,X ,Q,68.00,68.00,63.20,64.70,65.00,66.00,41,1817,118641.00,
513713,WHITEORG    ,X ,Q,8.10,8.17,7.40,8.00,8.00,7.92,62,22839,178127.00,
513729,ARO GRANITE ,B ,Q,40.75,40.80,40.10,40.10,40.10,40.15,5,232,9384.00,
514010,HIM.FIBRES  ,X ,Q,1.34,1.34,1.33,1.33,1.33,1.34,2,125,167.00,
514030,DEEPAK SPINN,X ,Q,81.45,96.90,81.45,84.25,96.90,80.75,6,2060,167954.00,
514034,JBF IND.LTD ,B ,Q,9.01,9.06,9.01,9.06,9.06,8.63,17,4862,43999.00,
514036,LOY.TEX MILL,X ,Q,267.00,267.20,267.00,267.20,267.20,254.50,8,1056,281962.00,
514043,HIMAT.SEIDE ,B ,Q,132.00,133.00,130.75,132.70,132.70,130.60,151,4539,598913.00,
514045,BSL LTD.    ,B ,Q,24.25,25.55,24.00,24.00,24.00,24.00,81,2839,69770.00,
514087,PBM POLYTEX ,X ,Q,47.85,47.85,47.85,47.85,47.85,43.00,1,10,478.00,
514138,SURYALATA SP,X ,Q,121.30,124.95,121.25,121.30,124.95,121.25,3,208,25228.00,
514162,WELSPUN (I) ,A ,Q,50.25,51.75,49.55,51.05,50.70,49.80,347,66790,3388129.00,
514165,IND.ACRYLICS,X ,Q,10.23,10.23,9.05,9.90,10.01,10.04,172,102050,1006807.00,
514171,CEETA IND.  ,XT,Q,4.35,4.35,4.35,4.35,4.35,4.15,1,45,195.00,
514175,VARDHMAN POL,T ,Q,2.66,2.66,2.65,2.65,2.65,2.66,2,155,411.00,
514183,BLA ROS IND ,XT,Q,56.70,57.75,55.00,57.75,57.75,55.00,32,3410,195833.00,
514211,SUMEET INDUS,B ,Q,2.31,2.40,2.25,2.34,2.34,2.27,10,3380,7973.00,
514215,BINNY LTD.  ,X ,Q,90.00,92.00,90.00,90.00,90.00,89.95,7,298,26823.00,
514223,RAMGOPAL POL,XT,Q,1.23,1.23,1.23,1.23,1.23,1.23,5,124,152.00,
514234,SANGAM INDIA,B ,Q,34.95,39.00,34.65,35.80,38.75,34.20,128,4703,167198.00,
514264,SEASONS TEXT,X ,Q,5.87,6.00,5.85,6.00,6.00,5.96,14,6901,41018.00,
514266,ZENITH FIBRE,X ,Q,46.00,46.00,45.00,45.05,45.00,44.75,5,601,27071.00,
514274,AARVEE DENIM,B ,Q,14.15,14.15,13.50,13.57,13.50,14.20,41,337,4602.00,
514286,ASHIMA LTD. ,B ,Q,7.39,7.39,7.00,7.36,7.39,7.01,81,2145,15407.00,
514300,PIONEER EMB ,B ,Q,23.05,24.80,23.00,24.05,24.80,24.20,61,892,21175.00,
514302,VIPPY SPIN. ,X ,Q,36.55,36.55,36.50,36.50,36.50,36.50,4,201,7341.00,
514322,KAMADGIRI   ,X ,Q,74.00,74.00,74.00,74.00,74.00,70.40,1,5,370.00,
514324,OMNITEX IND.,XT,Q,15.20,15.20,15.20,15.20,15.20,15.15,1,100,1520.00,
514330,OVERSEAS SYN,X ,Q,6.00,6.00,6.00,6.00,6.00,6.00,8,4041,24246.00,
514332,NEOINFRA    ,XT,Q,30.40,30.40,28.70,29.25,29.25,29.85,5,3800,110905.00,
514354,PREMIER POLY,B ,Q,20.95,20.95,20.10,20.10,20.10,20.90,2,3,62.00,
514394,AJIL        ,X ,Q,11.35,11.35,11.35,11.35,11.35,11.58,21,4761,54037.00,
514400,GARWARE SYN.,XT,Q,3.90,3.90,3.90,3.90,3.90,3.72,2,130,507.00,
514412,SARUPINDUS  ,X ,Q,34.00,34.00,33.95,33.95,33.95,33.95,2,3,101.00,
514418,MANORG      ,X ,Q,266.00,273.35,262.55,263.00,263.00,265.65,72,1534,408055.00,
514428,HINDU.ADHESI,X ,Q,80.05,83.00,80.05,83.00,83.00,82.85,5,101,8272.00,
514442,SRI KPR IND ,X ,Q,16.15,16.15,16.15,16.15,16.15,16.15,1,1,16.00,
514448,JYOTI RESINS,X ,Q,161.05,168.00,160.55,161.20,160.55,169.00,8,213,34333.00,
514450,MAHA.RUBTECH,X ,Q,40.00,40.00,36.00,37.10,38.00,40.25,7,347,12891.00,
514460,OSWAL YARNS ,XT,Q,4.11,4.11,4.11,4.11,4.11,3.92,1,1,4.00,
515018,REG.CERAMIC ,T ,Q,1.56,1.56,1.56,1.56,1.56,1.49,1,300,468.00,
515030,ASAHI IN.GLA,A ,Q,185.00,187.40,181.55,184.80,184.25,178.65,51,350,64206.00,
515037,MURD.CERAM  ,B ,Q,13.73,13.93,13.60,13.60,13.60,13.01,19,1490,20577.00,
515043,SAINT-GOBAIN,X ,Q,39.70,40.95,39.45,39.95,39.95,39.65,161,14461,579163.00,
515055,ANANTRAJ    ,B ,Q,33.20,33.95,32.75,33.35,33.00,33.70,682,57160,1914293.00,
515085,RESTILE CER.,XT,Q,2.42,2.66,2.42,2.60,2.60,2.54,5,2810,6866.00,
515093,MADHAV MARB.,B ,Q,27.95,27.95,25.00,25.55,25.50,25.50,37,378,9655.00,
515145,HIND.NAT.GLS,T ,Q,23.00,23.50,22.10,22.15,22.15,22.50,12,505,11194.00,
515147,HALDYN GLASS,X ,Q,26.95,26.95,25.90,26.40,26.20,26.55,17,3538,93258.00,
516003,DUROPLY     ,X ,Q,60.00,60.00,52.60,55.20,59.00,55.75,6,512,27031.00,
516007,MANGALAM TIM,T ,Q,7.74,7.74,7.74,7.74,7.74,7.45,1,50,387.00,
516016,SHREYANS IND,B ,Q,117.35,117.35,115.00,115.35,115.00,114.55,13,259,30053.00,
516022,STAR PAPER  ,B ,Q,99.70,100.95,97.00,98.30,98.30,97.90,369,18513,1833659.00,
516030,YASH PAPERS ,X ,Q,47.00,51.00,45.00,49.10,49.10,47.10,449,110259,5401490.00,
516064,ARROWGREEN  ,T ,Q,57.00,58.60,57.00,58.60,58.60,55.85,20,3255,189882.00,
516072,VISHNU CHEM ,B ,Q,103.95,104.70,100.80,104.70,104.70,103.95,10,116,12049.00,
516078,JUMBO BAG   ,Z ,Q,11.80,11.80,11.78,11.78,11.78,12.40,6,516,6081.00,
516082,N.R.AGARWAL ,B ,Q,198.30,206.00,198.30,204.05,206.00,203.20,81,1401,282997.00,
516096,SANGAL PAPER,XT,Q,76.05,76.05,76.00,76.00,76.00,79.80,3,200,15200.00,
516106,SH.KARTHIK P,XT,Q,5.67,5.67,5.67,5.67,5.67,5.40,2,3,17.00,
516108,S.I.PAPER   ,X ,Q,74.00,74.50,71.00,71.00,71.00,71.00,7,1725,122935.00,
516110,SCANDENT    ,XT,Q,7.04,7.04,7.04,7.04,7.04,7.41,1,100,704.00,
517015,VINDHYA TELE,B ,Q,823.00,840.00,815.50,835.55,839.00,815.85,90,224,185783.00,
517035,RUTTONSHA IN,X ,Q,43.00,43.00,43.00,43.00,43.00,39.20,1,1,43.00,
517041,ADORWELDING ,B ,Q,285.75,288.80,285.60,286.75,286.40,284.90,31,126,36076.00,
517059,SALZER ELEC ,B ,Q,113.35,115.15,113.00,115.10,115.15,108.90,12,401,46053.00,
517063,JETINFOTRAN ,XT,Q,30.55,30.55,29.75,29.80,29.80,30.25,7,1500,45445.00,
517080,HIGHGROUND  ,B ,Q,1.27,1.27,1.26,1.26,1.26,1.27,9,2111,2660.00,
517119,PCS TECH    ,X ,Q,5.10,5.49,5.01,5.49,5.49,5.23,10,1321,6852.00,
517146,USHA MART.LT,B ,Q,27.05,27.15,26.50,26.55,26.65,27.00,45,36732,995208.00,
517166,SPEL SEMICON,XT,Q,3.63,4.00,3.63,4.00,4.00,3.81,28,5761,22336.00,
517168,SUBROS LTD. ,B ,Q,212.60,218.00,208.95,212.55,212.00,214.70,323,2186,464836.00,
517174,HONEYWELL   ,A ,Q,24790.00,24983.75,24666.20,24983.75,24983.75,24577.95,13,13,322938.00,
517201,SWITCH.TECH.,X ,Q,43.60,43.60,43.60,43.60,43.60,41.55,4,200,8720.00,
517206,LUMAX IND   ,B ,Q,1244.05,1245.00,1218.05,1235.15,1230.10,1236.55,13,48,59250.00,
517224,SUJANA INDUS,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,5110,970.00,
517236,CALCOM VISIO,X ,Q,19.10,19.50,17.80,18.00,19.50,17.75,22,1142,21333.00,
517271,HBL P SYS   ,B ,Q,15.70,16.90,15.70,16.60,16.50,15.60,77,16895,272967.00,
517288,GUJARATPOLY ,X ,Q,13.80,13.90,13.80,13.90,13.90,13.25,2,28,389.00,
517300,GUJ.IND.POW.,B ,Q,68.00,68.20,67.30,67.95,68.05,67.65,27,1039,70576.00,
517330,CMI LTD.    ,B ,Q,56.80,57.50,55.85,56.10,56.00,56.10,210,948,53263.00,
517334,MOTHERSON SS,A ,Q,95.90,98.00,95.40,97.60,97.50,95.00,1841,366699,35559777.00,
517344,MINDTECK (I),B ,Q,28.35,30.90,26.60,27.00,27.15,29.40,339,3739,102773.00,
517354,HAVELLSINDIA,A ,Q,638.00,653.80,637.00,652.00,653.00,636.05,1196,35583,22984573.00,
517370,INCAP LTD.  ,XT,Q,20.35,22.45,20.35,22.45,22.45,21.40,7,712,14926.00,
517372,GUJ.INTRUX  ,X ,Q,80.00,80.30,80.00,80.30,80.30,76.50,2,2,160.00,
517380,IGARSHI MOT ,B ,Q,192.00,199.10,189.50,199.10,199.10,189.65,152,6830,1353960.00,
517385,SYMPHONY    ,A ,Q,1235.90,1240.55,1224.55,1233.10,1224.55,1230.85,41,469,578325.00,
517415,LEE&NEE SOFT,XT,Q,0.91,0.91,0.91,0.91,0.91,0.91,2,501,455.00,
517417,PATEL AIRTEM,X ,Q,90.00,90.00,90.00,90.00,90.00,90.85,7,430,38700.00,
517421,BFLYGANDHI  ,B ,Q,144.20,147.00,142.60,146.20,147.00,142.05,87,548,79668.00,
517437,DUTRON POLY.,XT,Q,131.05,131.15,131.05,131.15,131.15,132.05,2,2,262.00,
517447,R.S.SOFTWARE,B ,Q,19.00,19.00,18.95,19.00,19.00,19.00,15,262,4976.00,
517449,MAGNA ELECTR,X ,Q,167.00,171.50,165.00,170.90,170.90,165.15,11,1625,270556.00,
517463,LINAKS MICRO,XT,Q,0.59,0.59,0.59,0.59,0.59,0.59,2,400,236.00,
517477,ELNET TECH. ,X ,Q,99.00,103.75,99.00,102.60,103.75,100.00,8,500,51296.00,
517481,APTL        ,Z ,Q,1.02,1.02,1.02,1.02,1.02,1.07,1,1,1.00,
517494,ACCEL       ,X ,Q,6.00,6.50,5.90,6.44,6.44,6.00,13,1950,12293.00,
517498,WEBELSOLAR  ,B ,Q,21.05,21.05,20.00,20.00,20.00,20.30,82,2961,60881.00,
517500,ROTO PUMPS  ,X ,Q,118.15,132.00,116.50,127.60,128.20,118.15,446,18357,2268098.00,
517506,TTK PRESTIGE,A ,Q,5553.55,5589.90,5514.00,5560.25,5579.80,5562.30,135,208,1155696.00,
517514,DHINDIA     ,X ,Q,17.55,17.55,16.95,16.95,16.95,16.20,4,220,3775.00,
517522,RAJ GLO WIR ,X ,Q,780.00,784.00,728.00,775.20,782.50,754.70,191,3336,2569238.00,
517530,SURANATP    ,B ,Q,3.75,3.75,3.75,3.75,3.75,3.60,1,1000,3750.00,
517536,ONWARD TECHN,B ,Q,61.20,61.90,60.00,60.80,60.80,59.20,28,16153,985561.00,
517544,CENTUM ELEC ,B ,Q,363.45,395.00,363.45,393.60,395.00,365.75,34,611,228876.00,
517548,STARLITE COM,X ,Q,7.28,7.28,6.27,6.90,6.90,6.87,9,1746,11438.00,
517554,NHCFOODS    ,X ,Q,5.31,5.85,5.31,5.85,5.85,5.58,8,2003,10903.00,
517562,TRIGYN TECH ,B ,Q,45.75,45.75,44.25,44.45,44.45,45.20,61,6256,280456.00,
517569,KEI INDUST. ,A ,Q,475.20,479.45,470.75,474.05,474.05,472.35,192,1767,839558.00,
517571,IMPPOWERS   ,B ,Q,18.00,18.80,18.00,18.65,18.65,18.05,4,400,7345.00,
518011,KEERTHI     ,XT,Q,54.15,54.15,54.15,54.15,54.15,54.55,1,40,2166.00,
518029,GUJ.SIDH.CEM,B ,Q,17.50,17.50,17.35,17.50,17.50,17.15,30,837,14581.00,
518091,ANJANI PORTL,B ,Q,137.50,137.50,137.50,137.50,137.50,141.00,1,99,13612.00,
519003,MODINATURAL ,X ,Q,33.70,33.70,33.50,33.50,33.50,34.00,2,1150,38725.00,
519031,SHAH FOOD(P),X ,Q,42.10,46.40,42.10,46.40,46.40,44.20,5,301,13884.00,
519064,KHANDEL. EXT,XT,Q,10.50,10.50,10.50,10.50,10.50,10.05,1,200,2100.00,
519091,TASTY BITE  ,B ,Q,8306.00,8306.00,8259.00,8281.00,8281.00,8316.75,6,7,57966.00,
519097,RITESH INTER,XT,Q,6.75,6.75,6.75,6.75,6.75,6.43,2,460,3105.00,
519105,AVT NATURAL ,B ,Q,21.00,22.00,20.90,21.85,22.00,21.10,65,10966,235820.00,
519126,HIND.FOODS  ,X ,Q,523.80,523.80,489.00,499.45,513.00,507.60,167,4493,2260017.00,
519136,NAHAR INDUST,B ,Q,24.20,25.00,23.90,24.25,24.25,24.15,163,2712,65721.00,
519152,VADILAL ENT ,XT,Q,1097.00,1097.00,995.05,1096.90,1096.90,1045.20,21,441,482394.00,
519156,VADILAL IND ,B ,Q,734.35,745.60,734.35,738.35,738.35,733.85,312,8286,6145138.00,
519183,ADF FOODS LT,B ,Q,254.00,258.85,247.10,252.50,250.05,249.90,87,2288,569022.00,
519216,AJANTA SOYA ,XT,Q,20.75,21.45,20.35,20.35,20.35,21.00,11,3600,74994.00,
519224,WILLIAM.MAGO,B ,Q,14.70,15.90,14.40,14.60,14.40,15.55,26,783,11563.00,
519230,RICHIRICH   ,XT,Q,3.05,3.05,3.04,3.04,3.04,3.20,2,530,1615.00,
519248,JVL AGRO    ,Z ,Q,0.94,0.94,0.86,0.86,0.89,0.90,8,4932,4244.00,
519260,SANWARIA    ,B ,Q,2.99,3.00,2.91,2.94,2.95,2.97,586,396107,1167607.00,
519262,PRIMA AGRO L,XT,Q,10.76,10.76,10.76,10.76,10.76,10.25,5,130,1398.00,
519287,MODERN DAIRI,X ,Q,3.80,4.15,3.80,4.05,4.15,3.99,23,6009,24017.00,
519295,BAMBINO AGRO,X ,Q,136.00,136.00,124.00,134.25,134.40,135.00,55,2015,263735.00,
519307,VIKAS WSP   ,X ,Q,11.17,11.17,11.17,11.17,11.17,11.39,14,3156,35252.00,
519319,JATALIA     ,XT,Q,2.91,2.91,2.91,2.91,2.91,3.06,4,122,355.00,
519359,POONA DAL   ,X ,Q,36.10,36.10,29.60,29.70,30.85,32.85,23,811,24536.00,
519421,KSE LIMITED ,XT,Q,1025.00,1025.00,1010.10,1020.00,1020.00,1037.95,10,319,324617.00,
519457,VIRAT CRANE ,X ,Q,19.55,21.50,19.55,20.30,21.50,19.55,7,120,2354.00,
519475,CHORDIA FOOD,X ,Q,131.00,135.00,131.00,135.00,135.00,129.75,3,15,2009.00,
519491,OCEAN AGRO  ,X ,Q,19.10,24.00,19.10,23.05,23.05,23.20,12,777,17908.00,
519552,HERITGFOOD  ,A ,Q,361.20,375.70,361.20,374.15,374.15,359.90,80,341,126218.00,
519560,NEHA INTER. ,X ,Q,0.87,0.87,0.87,0.87,0.87,0.91,8,3545,3084.00,
519566,SIMRAN FARMS,X ,Q,61.00,63.00,61.00,61.80,61.80,62.45,64,8118,502055.00,
519588,DFM FOODS   ,B ,Q,266.30,267.30,265.60,267.10,267.10,262.60,20,708,188374.00,
519600,CCL PRODUCTS,A ,Q,235.00,235.85,233.80,235.70,235.85,234.15,21,194,45608.00,
519602,KELLTONTEC  ,B ,Q,14.45,15.10,14.00,15.10,15.10,14.40,91,52942,787609.00,
519612,MAHAAN FOODS,X ,Q,16.20,16.20,16.20,16.20,16.20,16.20,1,10,162.00,
520008,RICO AUTO   ,B ,Q,37.85,38.45,36.55,36.70,36.70,37.90,471,47434,1785586.00,
520021,OMAX AUTOS. ,B ,Q,39.35,39.60,38.15,38.65,39.10,37.75,165,1933,75979.00,
520043,MUNJAL SHOWA,B ,Q,123.05,123.10,119.00,120.15,119.80,123.00,195,3088,373472.00,
520051,JAMNA AUTO  ,A ,Q,35.00,36.00,34.05,35.85,35.70,34.10,696,147279,5196130.00,
520056,SUNDAR.CLAY ,A ,Q,1816.00,1868.45,1816.00,1868.45,1868.45,1809.40,37,64,118417.00,
520057,JTEKTINDIA  ,B ,Q,76.45,76.95,76.20,76.20,76.20,75.45,7,816,62489.00,
520059,MUNAUTO     ,B ,Q,33.40,33.80,33.00,33.15,33.00,33.20,271,18159,603393.00,
520066,JAYBH.MARUTI,B ,Q,150.70,153.90,149.25,151.45,151.45,150.65,261,3144,475404.00,XD
520073,RACLGEAR    ,X ,Q,64.65,64.65,61.10,62.50,62.50,62.45,10,811,50075.00,
520075,SAMKRG PIST.,X ,Q,103.55,107.95,103.10,107.75,107.75,103.55,37,1777,188949.00,
520086,SICAL LOG   ,B ,Q,28.80,29.05,26.60,26.90,26.70,27.70,116,18470,518301.00,
520111,RATNAMNI MET,B ,Q,925.15,930.00,894.00,911.55,905.00,916.90,111,682,620777.00,
520113,VESUVIUS IND,B ,Q,914.00,958.95,910.00,942.60,942.60,924.65,63,116,106908.00,
520119,AUTOMOTIVE S,B ,Q,29.85,29.85,29.85,29.85,29.85,31.00,1,10,298.00,
520123,ABC INDIA   ,X ,Q,55.00,55.00,55.00,55.00,55.00,54.40,2,110,6050.00,
520127,BALURGHAT TE,X ,Q,7.69,7.75,7.69,7.75,7.75,7.39,20,23699,183665.00,
520139,JAGSON AIRLI,XT,Q,0.70,0.70,0.70,0.70,0.70,0.70,2,1560,1092.00,
520151,SHREY SH LOG,B ,Q,82.20,86.00,82.20,86.00,86.00,84.75,8,40,3326.00,
520155,STARLOG     ,X ,Q,15.50,16.30,15.50,15.50,15.50,16.30,52,381,5918.00,
521016,INDO COUNT  ,B ,Q,40.00,43.00,40.00,42.40,42.45,42.30,104,4592,195111.00,
521018,MARAL OVERS ,B ,Q,17.00,17.30,16.05,16.70,16.50,16.90,115,1026,16866.00,
521064,TRIDENT     ,A ,Q,56.55,56.95,56.25,56.50,56.35,56.40,122,7722,437052.00,
521070,ALOK INDS.  ,B ,Q,2.50,2.55,2.45,2.48,2.48,2.50,139,402187,1009558.00,
521097,AMARJOTHI SP,X ,Q,57.50,57.90,57.00,57.35,57.35,57.00,30,2158,124237.00,
521113,SUDITI IND. ,X ,Q,16.70,17.45,16.65,17.45,17.45,16.85,4,217,3706.00,
521151,DHANLXMI FAB,X ,Q,21.55,21.55,21.55,21.55,21.55,21.55,1,6,129.00,
521163,ZODIAC CLOTH,B ,Q,191.00,191.00,191.00,191.00,191.00,188.00,1,25,4775.00,
521178,SRI RAMK.MIL,X ,Q,12.00,12.00,12.00,12.00,12.00,12.52,2,100,1200.00,
521180,SUPER SPIN. ,B ,Q,4.02,4.22,3.80,4.19,4.19,4.25,22,8258,32533.00,
521194,SIL INVEST  ,B ,Q,162.50,162.60,155.10,155.10,155.10,149.00,23,226,35783.00,
521200,SURYLAK.COTT,B ,Q,17.45,17.45,17.45,17.45,17.45,17.75,2,25,436.00,
521206,SAMTEX FASH.,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,10,5615,2751.00,
521210,CITYMAN     ,XT,Q,1.87,1.87,1.87,1.87,1.87,1.87,1,100,187.00,
521216,DHAN ROTO SP,X ,Q,16.30,17.95,16.30,17.95,17.95,17.10,2,87,1426.00,
521220,DAMOINDUS   ,B ,Q,31.00,31.00,30.00,30.05,30.05,30.00,10,191,5767.00,
521240,SAMBANDAM SP,X ,Q,74.65,79.80,74.60,79.30,79.30,78.50,12,310,23161.00,
521242,KANDAGIRI SP,X ,Q,10.56,10.56,10.55,10.55,10.55,11.03,2,26,274.00,
521248,KITEX GARMEN,B ,Q,81.40,82.55,80.10,82.05,82.10,80.80,58,5395,440603.00,
522001,CRANEX LTD. ,X ,Q,8.27,8.27,8.27,8.27,8.27,8.66,2,400,3308.00,
522004,BATLIBOI LTD,X ,Q,11.06,11.10,10.25,10.33,10.25,11.21,13,2550,26750.00,
522005,AUSTIN ENGG.,X ,Q,39.35,45.85,36.45,38.80,38.00,42.70,14,101,3996.00,
522014,UNITED DRILL,X ,Q,66.90,67.50,65.05,66.95,65.05,67.55,12,247,16547.00,
522017,FLUIDOMAT   ,X ,Q,88.50,88.50,88.25,88.30,88.30,88.60,4,540,47738.00,
522029,WINDSOR MACH,B ,Q,23.00,23.00,21.25,21.35,21.35,22.35,6,103,2194.00,
522034,SHANTHI GEAR,B ,Q,89.70,91.00,87.25,88.25,87.25,90.15,23,193,17232.00,
522064,HONDA SIEL  ,B ,Q,951.00,957.15,938.00,947.20,942.60,935.10,60,332,315415.00,
522073,HITECHGEAR  ,B ,Q,160.10,170.00,160.10,170.00,170.00,163.50,4,7,1150.00,
522074,ELGI EQUIP  ,A ,Q,244.35,244.35,242.05,242.10,242.05,244.85,4,115,27876.00,
522101,KILBURN ENGG,X ,Q,22.25,22.25,20.00,21.35,21.40,21.10,26,3122,65836.00,
522105,BIRLA PRETEC,X ,Q,6.95,7.13,6.80,7.00,7.04,6.92,41,4627,31889.00,
522108,YUKEN INDIA ,X ,Q,578.00,580.00,555.00,568.05,565.00,564.20,114,1632,928334.00,
522113,TIMKEN (I)  ,B ,Q,690.80,695.00,685.10,691.75,694.65,688.70,81,201,139039.00,
522122,VOITH PAPER ,X ,Q,753.05,756.00,746.10,754.20,746.10,777.95,12,100,75363.00,
522134,ARTSON ENG  ,XT,Q,33.75,35.75,33.75,34.05,34.10,34.05,36,11550,397479.00,
522152,SOLITAIR MC ,X ,Q,26.50,27.50,25.30,25.80,25.80,25.40,20,915,23656.00,
522163,DIAMONPOWER ,Z ,Q,0.56,0.56,0.54,0.54,0.54,0.56,4,2200,1218.00,
522165,INDSIL HYD  ,X ,Q,26.00,27.25,24.95,26.00,26.00,26.50,15,2131,54312.00,
522183,ITL INDUSTRS,X ,Q,97.80,97.80,95.60,95.65,95.60,95.05,7,333,31926.00,
