SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532145,H.S.(I) LTD.,X ,Q,7.77,8.50,7.77,8.50,8.50,8.17,2,110,862.00,
532149,BNK OF INDIA,A ,Q,64.15,64.35,62.45,63.60,63.60,63.85,1417,679381,43026339.00,
532150,INDRAPRAST  ,B ,Q,36.75,38.00,36.75,37.45,37.80,36.70,81,1998,74618.00,
532155,GAIL (I) LTD,A ,Q,127.20,132.30,126.05,130.95,130.95,127.20,3952,362836,47525525.00,
532156,VAIBHAVGBL  ,B ,Q,840.00,841.75,838.65,839.45,840.25,830.85,11,113,94920.00,
532159,TRESCON     ,X ,Q,74.00,74.00,73.30,73.30,73.30,74.00,2,26,1913.00,
532162,JK PAPER    ,B ,Q,102.20,103.70,102.05,102.60,102.90,101.80,282,14400,1479365.00,
532163,SAREGAMA (I),B ,Q,330.25,333.20,326.25,328.55,330.00,330.80,31,208,68324.00,
532172,ADROITINFO  ,T ,Q,10.55,10.55,10.55,10.55,10.55,11.10,1,1,10.00,
532173,CYBERTECH   ,B ,Q,46.00,46.75,45.60,45.80,45.60,46.00,7,508,23307.00,
532174,ICICI BANK  ,A ,Q,389.70,393.90,388.10,388.90,388.90,397.50,10987,916877,358154155.00,
532175,CYIENT      ,A ,Q,428.20,436.00,424.60,432.10,435.00,430.20,241,3342,1428442.00,
532178,ENGINRS.(I) ,A ,Q,106.50,109.95,106.20,107.65,107.65,105.75,1915,291799,31549253.00,
532179,CORPN.BANK  ,A ,Q,17.65,17.75,17.20,17.30,17.30,17.60,115,43947,761457.00,
532180,DHANALAK.BNK,B ,Q,13.66,13.79,13.50,13.63,13.62,13.66,22,3246,44251.00,
532181,GUJ.MINERAL ,A ,Q,63.45,64.85,63.40,64.15,64.50,63.35,100,9768,623371.00,
532183,GAYATRI SUGR,XT,Q,1.55,1.55,1.55,1.55,1.55,1.50,1,80,124.00,
532187,INDUSIND BNK,A ,Q,1337.00,1337.00,1303.40,1307.70,1307.70,1317.35,6523,186516,245141414.00,
532189,INDIA TOURIS,B ,Q,167.70,175.25,167.40,171.80,171.40,165.85,149,2184,373020.00,XD
532209,J & K BANK  ,A ,Q,41.00,41.00,39.05,39.45,39.45,40.05,734,107816,4283432.00,
532210,CITY UNION  ,A ,Q,196.20,198.90,194.50,195.40,194.60,192.65,162,4556,894805.00,
532212,ARCHIES LTD ,B ,Q,17.70,19.95,17.50,18.30,18.30,16.65,423,50544,971174.00,
532215,AXIS BANK   ,A ,Q,652.00,659.60,644.50,649.25,649.25,646.95,4022,250259,162717633.00,
532216,HB STOCKHOL.,B ,Q,7.47,7.85,7.47,7.85,7.85,7.86,2,6,46.00,
532217,SIEL FINANCL,XT,Q,3.90,3.90,3.90,3.90,3.90,3.97,1,10,39.00,
532218,SOUTH IND.BK,A ,Q,10.80,10.83,10.40,10.77,10.80,10.61,541,300599,3207688.00,
532219,ENERGY DEV. ,B ,Q,5.81,5.81,5.63,5.63,5.63,5.49,5,1100,6265.00,
532221,SONATA SOFT.,A ,Q,308.10,308.10,295.05,298.95,298.50,304.50,858,17710,5297479.00,
532234,NAT.ALUM    ,A ,Q,40.90,42.60,40.90,42.10,42.10,40.50,1396,611926,25798850.00,
532240,INDIA NIPPON,B ,Q,317.05,317.05,315.00,315.10,315.10,322.00,29,29,9144.00,
532256,NALWA SONS  ,B ,Q,908.25,909.00,908.00,909.00,909.00,909.45,3,31,28160.00,
532259,APAR INDUS. ,B ,Q,533.25,544.25,531.00,536.65,531.70,531.80,37,275,147433.00,
532268,ACCELYA     ,B ,Q,828.60,847.00,820.00,843.50,840.00,825.00,114,593,494295.00,
532271,CYBERMATE   ,X ,Q,1.63,1.70,1.59,1.63,1.66,1.58,14,12276,20091.00,
532275,LANDMARC LEI,XT,Q,0.60,0.60,0.60,0.60,0.60,0.60,3,2906,1743.00,
532276,SYNDICATE BN,A ,Q,31.90,32.05,31.55,31.75,31.85,32.10,147,52257,1665055.00,
532281,HCL TECHNO  ,A ,Q,1118.70,1123.20,1103.80,1111.10,1111.10,1125.25,1547,19970,22233790.00,
532282,CASTEXTECH  ,B ,Q,0.57,0.57,0.55,0.55,0.55,0.57,7,2448,1367.00,
532284,TCFC FINANCE,X ,Q,19.20,21.00,19.20,20.75,20.75,20.25,21,1009,20430.00,
532285,GEOJITFSL   ,B ,Q,25.85,26.00,25.00,25.25,25.00,25.15,37,6404,164762.00,
532286,JINDAL STE  ,A ,Q,97.00,99.60,95.05,96.05,96.05,95.40,6789,1562577,152174902.00,
532296,GLENMARK PHA,A ,Q,385.00,391.50,385.00,390.00,390.00,382.35,452,12144,4728180.00,
532300,WOCKHARDT   ,A ,Q,235.35,239.60,233.05,235.75,235.75,233.45,1116,35433,8372191.00,
532301,TATA COFFEE ,B ,Q,73.05,74.05,73.00,73.55,73.45,73.10,425,24252,1783590.00,
532305,IND-SWIFT LA,B ,Q,38.70,40.00,38.05,39.70,39.55,38.40,284,99375,3836533.00,
532309,GEPIL       ,B ,Q,775.00,780.05,751.00,757.45,758.65,777.15,211,397,302846.00,
532310,SHREE RAMA  ,T ,Q,4.57,4.57,4.57,4.57,4.57,4.81,2,2,9.00,
532313,MAHINDRALIFE,A ,Q,372.50,380.20,372.50,376.40,376.70,371.15,58,309,116189.00,
532321,CADILA HEALT,A ,Q,230.50,237.55,230.50,235.90,235.90,230.45,970,77752,18244710.00,
532323,SHIVA CEMENT,X ,Q,9.80,10.10,9.51,9.61,9.61,9.67,161,107079,1050712.00,
532324,CINEVISTA   ,T ,Q,6.19,6.19,6.19,6.19,6.19,5.90,1,251,1553.00,
532326,INTENS TECH ,B ,Q,23.50,24.00,23.30,23.40,23.40,23.30,20,637,14896.00,
532329,DANLAW TECH.,X ,Q,73.00,73.00,57.30,59.00,59.00,63.40,61,4487,268424.00,
532330,BIOPAC INDIA,XT,Q,2.29,2.29,2.09,2.09,2.09,2.19,7,11359,25512.00,
532331,AJANTA PHARM,A ,Q,1048.00,1055.95,1034.20,1038.30,1035.00,1041.15,742,6459,6732566.00,
532333,HB PORTFOLIO,X ,Q,12.21,13.94,12.21,12.75,13.94,13.65,21,472,5964.00,
532334,HB ESTATE DE,X ,Q,9.10,9.10,8.95,8.96,8.95,9.20,13,291,2621.00,
532336,BARON INFO. ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,8885,1688.00,
532341,IZMO        ,B ,Q,30.00,31.00,28.50,31.00,31.00,29.55,32,2693,80636.00,
532342,COMMEX TECH ,X ,Q,0.20,0.20,0.20,0.20,0.20,0.21,5,160,32.00,
532343,TVS MOTOR L ,A ,Q,365.40,378.60,362.60,371.05,371.05,365.75,1718,115880,43087982.00,
532345,GATI LTD.   ,B ,Q,39.70,41.45,39.65,40.80,40.50,39.60,353,27330,1108397.00,
532348,SUBEX LTX   ,B ,Q,5.43,5.46,5.39,5.40,5.44,5.45,53,85205,461443.00,
532349,TRANSPORT CO,B ,Q,280.40,284.80,279.95,281.10,280.35,279.50,25,87,24526.00,
532350,PADMALAYA TE,XT,Q,1.80,1.97,1.80,1.80,1.80,1.88,18,703,1288.00,
532351,AKSH OPTIFIB,B ,Q,8.90,9.05,8.67,8.67,8.67,9.12,146,49819,439500.00,
532356,TRIVENI ENGG,B ,Q,53.65,54.10,52.60,53.05,52.80,53.15,269,31962,1707978.00,
532357,MUKTA ARTS  ,B ,Q,36.50,36.50,35.20,35.20,35.20,34.80,38,1149,41695.00,
532365,DYNACONS SYS,B ,Q,24.75,24.75,24.75,24.75,24.75,24.45,1,3,74.00,
532366,PNB GILTS   ,B ,Q,32.90,33.15,32.80,32.95,33.15,32.65,22,4636,152801.00,
532368,BCG         ,B ,Q,3.16,3.33,3.10,3.33,3.33,3.19,50,99970,316157.00,
532369,RAMCO INDS. ,B ,Q,169.25,169.25,166.10,166.85,166.30,167.65,99,2466,415169.00,
532370,RAMCO  SYSTM,B ,Q,170.85,170.85,168.55,169.55,168.55,173.20,72,2337,397871.00,
532371,TATA TELESER,T ,Q,2.53,2.53,2.36,2.48,2.48,2.41,59,68234,167651.00,
532372,VIRINCHI    ,X ,Q,40.00,41.40,39.50,39.65,39.65,39.30,94,16080,647460.00,
532373,WEPSOLN     ,X ,Q,15.45,17.40,15.45,17.35,17.35,16.80,5,5,81.00,
532374,STER TECH   ,A ,Q,118.60,119.00,113.15,114.65,115.00,116.90,2283,166802,19378095.00,
532376,MRO-TEK     ,T ,Q,17.25,17.50,17.25,17.50,17.50,17.25,6,4050,70782.00,
532379,FIRSTOBJ    ,X ,Q,8.92,8.92,8.08,8.08,8.08,8.50,2,9,75.00,
532380,BABA ARTS   ,X ,Q,2.85,3.23,2.55,2.80,2.80,2.75,8,372,1072.00,
532382,BALAJI TELE.,B ,Q,54.45,59.75,54.45,56.80,56.70,54.00,98,6960,399274.00,
532384,TYCHE INDS  ,X ,Q,59.70,60.00,57.55,59.05,59.80,57.95,25,1899,113093.00,
532386,CALIFORN.SOF,B ,Q,11.20,12.00,11.20,11.75,11.75,11.78,32,33040,375689.00,
532387,PRITISHN COM,B ,Q,15.00,15.00,14.14,14.93,14.93,14.95,6,1160,16815.00,
532388,INDIAN OVER.,A ,Q,10.05,10.25,10.00,10.11,10.08,9.99,129,34357,347168.00,
532390,TAJ GVK HOTL,B ,Q,123.90,126.85,122.00,124.50,124.50,121.75,162,10727,1333833.00,
532391,OPTO CIRCUIT,B ,Q,3.57,3.57,3.52,3.57,3.57,3.40,42,38233,136488.00,
532392,CREATIVE EYE,T ,Q,1.55,1.55,1.55,1.55,1.55,1.63,3,1611,2497.00,
532395,AXISCADES   ,B ,Q,63.55,67.30,63.55,65.40,67.15,63.40,177,11454,741492.00,
532398,UMESL       ,B ,Q,0.99,1.03,0.99,1.03,1.03,0.99,4,2110,2168.00,
532400,BSOFT       ,A ,Q,66.00,67.40,63.90,65.65,65.65,64.60,489,53475,3508752.00,
532402,USGTECH     ,X ,Q,1.63,1.63,1.63,1.63,1.63,1.63,1,10,16.00,
532404,SAVEN TECHNO,X ,Q,15.40,15.40,14.15,15.00,14.90,15.40,23,848,12547.00,
532406,AVANTEL LTD ,X ,Q,200.05,206.95,200.05,202.00,202.00,199.60,11,539,109791.00,
532407,MOSCHIP     ,X ,Q,9.99,11.48,9.61,11.48,11.48,9.57,91,48099,509009.00,
532408,MEGASOFT LTD,T ,Q,6.50,6.50,6.20,6.20,6.20,6.20,6,1208,7524.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,119,22.00,
532413,CEREBRA INTE,B ,Q,24.35,24.80,24.15,24.80,24.15,24.35,34,20766,510654.00,
532416,MID-DAY MULT,B ,Q,12.20,12.64,12.10,12.40,12.30,12.70,11,253,3120.00,
532418,ANDHRA BANK ,A ,Q,20.30,20.30,19.15,19.25,19.25,19.40,138,32675,629025.00,
532419,SMARTLINK   ,T ,Q,80.00,80.00,77.00,77.00,77.00,79.00,11,389,30945.00,
532424,GODREJ CONS ,A ,Q,584.00,598.60,584.00,597.20,598.50,583.45,888,26627,15851126.00,
532425,GENUSPRIME  ,X ,Q,2.07,2.07,2.07,2.07,2.07,2.07,1,50,103.00,
532430,BF UTILI    ,B ,Q,157.10,162.50,156.45,158.70,158.70,155.75,819,26856,4276979.00,
532432,UNITD SPR   ,B ,Q,608.50,613.55,600.00,606.40,606.40,612.65,1448,83675,50769190.00,
532439,OLECTRA     ,B ,Q,156.00,160.40,156.00,157.35,158.00,152.15,299,2087,329320.00,
532440,MPS LTD     ,B ,Q,472.35,479.90,459.50,479.40,479.90,469.55,44,341,161315.00,
532443,CERA SANITAR,A ,Q,2355.90,2473.00,2355.90,2406.95,2395.00,2404.00,14,16,38461.00,
532444,T. SPIRITUAL,XT,Q,0.53,0.53,0.53,0.53,0.53,0.53,1,10,5.00,
532454,BHARTI ARTL ,A ,Q,349.95,349.95,340.95,347.65,347.20,345.95,1491,107147,37014206.00,
532455,SHALIMAR WIR,X ,Q,7.50,7.50,7.50,7.50,7.50,7.47,1,100,750.00,
532456,COMPUAGE INF,B ,Q,9.09,9.45,8.70,9.12,9.06,8.86,96,82598,768779.00,
532457,GULSHAN POLY,B ,Q,49.00,49.00,47.80,47.80,47.80,49.15,13,746,35869.00,
532459,AUNDEFAZE   ,X ,Q,15.87,15.87,15.87,15.87,15.87,15.12,1,100,1587.00,
532461,PUNJAB NATIO,A ,Q,61.80,61.95,60.50,61.10,61.10,59.90,4780,1963111,120036532.00,
532466,ORACLE FIN  ,A ,Q,3041.90,3053.00,3038.05,3042.10,3040.65,3064.25,80,361,1099277.00,
532467,HAZ MUL PRO ,X ,Q,0.63,0.63,0.63,0.63,0.63,0.65,1,237,149.00,
532468,KAMAHOLDING ,B ,Q,5000.00,5000.00,5000.00,5000.00,5000.00,4950.00,2,4,20000.00,
532475,APTECH LTD  ,B ,Q,126.00,128.20,124.00,124.70,124.50,122.95,263,10082,1266423.00,
532477,UNION BANK L,A ,Q,54.20,54.85,53.15,54.50,54.50,53.70,1330,707572,38309306.00,
532478,UNITED BREWA,A ,Q,1335.00,1338.85,1313.55,1320.10,1324.10,1330.10,463,10819,14398393.00,
532479,ISMT LTD    ,B ,Q,4.99,4.99,4.61,4.61,4.61,4.56,12,3526,16523.00,
532480,ALLAHABAD BK,A ,Q,33.50,33.75,33.20,33.30,33.20,33.30,314,95588,3202145.00,
532481,NOIDA-TOLL B,B ,Q,4.80,5.28,4.61,5.28,5.28,4.80,136,114996,598573.00,
532482,GRANULES (I),A ,Q,92.20,93.00,91.65,92.40,92.40,91.50,173,10822,998635.00,
532483,CANARA BANK ,A ,Q,194.70,195.00,190.35,191.60,191.60,192.95,2995,439999,84670583.00,
532485,BALMER LA.IN,B ,Q,430.00,431.00,427.00,428.05,429.45,426.35,493,29987,12849242.00,
532486,POKARNA LTD ,B ,Q,125.10,126.90,122.10,124.50,122.10,125.05,411,2413,300594.00,
532488,DIVI'S LAB. ,A ,Q,1663.00,1663.70,1634.90,1638.30,1637.35,1664.50,637,8835,14553535.00,
532493,ASTRA MICRO ,B ,Q,81.90,81.90,76.15,76.25,76.15,78.40,730,38751,3064330.00,
532497,RADICOKHAIT ,A ,Q,302.40,305.50,300.10,301.95,301.85,299.65,434,13930,4215625.00,
532500,MARUTISUZUK ,A ,Q,5803.30,5995.00,5790.00,5970.30,5970.30,5829.75,8998,77149,456213751.00,
532503,RAJAPAMILLS ,X ,Q,795.95,809.00,772.10,801.20,801.55,793.60,94,2511,2003716.00,
532504,NAVIN FLUORI,A ,Q,726.00,726.15,705.95,707.10,708.00,721.60,306,2383,1713598.00,
532505,UCOBANK     ,A ,Q,15.00,15.10,14.85,14.90,14.95,15.00,155,26147,390397.00,
532507,BAG FIL MED ,B ,Q,2.24,2.29,2.11,2.18,2.20,2.21,117,78602,172059.00,
532508,JSL         ,B ,Q,30.70,30.70,29.80,30.30,30.30,30.05,88,16519,498856.00,
532509,SUPRAJIT ENG,B ,Q,160.35,160.80,155.90,158.85,158.85,159.85,31,248,39417.00,
532513,TVSELE      ,B ,Q,113.95,115.50,112.50,113.35,113.75,112.50,52,1376,157071.00,
532514,INDRA GAS   ,A ,Q,327.80,331.50,326.00,330.45,329.55,327.20,517,29260,9613704.00,
532515,TV TODAY    ,B ,Q,298.60,298.60,295.15,296.40,297.00,294.25,104,972,288380.00,
532522,PETRONET LNG,A ,Q,265.50,266.70,262.90,265.20,264.80,265.50,1541,1329297,352236084.00,
532523,BIOCON LTD. ,A ,Q,231.10,233.05,227.65,229.50,229.50,231.20,1443,121810,27968991.00,
532524,PTC INDIA   ,A ,Q,56.55,57.90,56.50,57.05,57.05,56.05,535,84969,4865667.00,
532525,BANK MAHA   ,B ,Q,12.06,12.10,11.97,12.03,12.07,12.08,129,49888,599733.00,
532527,RK FORGINGS ,B ,Q,278.80,298.00,278.80,293.55,295.80,274.05,214,156227,45316063.00,
532528,DATAM GLOB  ,B ,Q,73.00,76.65,73.00,75.10,74.25,72.80,153,2710,202747.00,
532529,NDTV        ,B ,Q,31.75,31.80,31.65,31.65,31.65,31.00,5,205,6498.00,
532531,STAR        ,A ,Q,381.80,389.40,379.90,383.30,383.85,379.75,790,55775,21439050.00,
532532,JAIPRA      ,A ,Q,2.20,2.43,2.20,2.43,2.43,2.21,658,1719100,4132896.00,
532538,ULTRATECH CM,A ,Q,3900.00,3927.40,3872.75,3889.25,3892.10,3877.55,1406,12003,46826126.00,
532539,MINDA IND   ,A ,Q,325.50,331.50,322.50,330.05,330.00,322.05,204,3297,1078560.00,
532540,TCS LTD.    ,A ,Q,2246.65,2253.10,2208.00,2215.80,2215.80,2246.10,3778,54328,120882552.00,
532541,NIITTECH    ,A ,Q,1460.00,1468.10,1434.90,1460.05,1457.00,1461.90,423,7671,11180551.00,
532543,GULFPETRO   ,B ,Q,32.90,33.40,32.50,32.60,32.50,32.70,20,38663,1271869.00,
532548,CENTURYPLY  ,A ,Q,136.30,137.10,132.80,133.70,133.65,135.50,270,4219,573659.00,
532553,WELENT      ,B ,Q,89.35,90.70,87.65,88.40,87.65,88.25,560,23809,2117744.00,
532555,NTPC LTD    ,A ,Q,119.70,129.55,119.70,123.35,123.35,119.45,3065,739741,92250081.00,
532604,SALSTEEL    ,B ,Q,2.20,2.20,2.20,2.20,2.20,2.19,4,140,308.00,
532605,JBM AUTO    ,B ,Q,150.00,150.00,148.05,149.90,149.90,145.95,30,156,23202.00,XD
532610,DWAR SUGAR  ,B ,Q,22.70,23.50,22.60,23.05,23.05,22.30,136,36228,835946.00,
532612,INDOCO REM  ,B ,Q,157.35,161.25,155.15,157.85,157.00,156.55,95,2821,447183.00,
532613,VIPCLOTHNG  ,B ,Q,12.20,12.29,12.01,12.12,12.24,12.20,18,5198,63193.00,
532614,IMPEX       ,T ,Q,0.35,0.35,0.35,0.35,0.35,0.36,2,56,19.00,
532617,JETAIRWAYS  ,T ,Q,39.70,41.55,37.65,39.65,39.95,39.60,458,40926,1632388.00,
532621,MORARJETEX  ,B ,Q,12.75,13.55,12.50,13.20,13.55,12.99,11,1709,22249.00,
532622,GATEWAY DIST,A ,Q,100.85,102.00,100.20,100.85,101.20,100.95,166,1995,201447.00,
532623,NR INTERNA  ,X ,Q,6.58,6.58,6.58,6.58,6.58,6.27,1,1,6.00,
532626,PONDY OXIDES,X ,Q,154.00,157.00,153.05,154.90,155.95,153.45,86,2544,394708.00,
532627,JPPOWER     ,B ,Q,1.55,1.64,1.55,1.63,1.62,1.50,130,504113,810365.00,
532628,3I INFOTECH ,B ,Q,1.75,1.75,1.73,1.74,1.74,1.75,82,87101,152056.00,
532629,MCNALLYB    ,T ,Q,4.59,4.98,4.59,4.97,4.98,4.83,12,42856,208916.00,
532630,GOKALDAS    ,B ,Q,81.00,82.05,79.05,80.10,79.60,80.75,544,10310,828826.00,
532633,ALLSEC TECH ,B ,Q,260.50,264.90,260.00,262.95,262.95,269.00,205,744,193944.00,
532636,IIFL        ,A ,Q,121.00,123.10,119.65,120.30,121.00,121.25,325,6963,844938.00,
532637,MAN DRUGORG ,B ,Q,31.65,33.15,31.65,32.50,32.00,31.90,18,1931,63233.00,
532638,SHOPPER STOP,A ,Q,410.00,411.65,396.45,399.80,396.55,414.20,36,171,69527.00,
532641,NDL         ,B ,Q,30.95,30.95,28.45,29.35,29.50,28.55,126,1849,54355.00,XD
532642,JSWHL       ,B ,Q,2730.00,2730.00,2705.00,2730.00,2730.00,2697.60,5,6,16354.00,
532644,JK CEMENT   ,A ,Q,996.90,1006.15,990.00,999.30,1000.65,995.95,92,404,403185.00,
532646,UNIPLY IND  ,T ,Q,55.50,55.50,53.15,54.50,54.75,54.00,6,126,6914.00,
532647,PROVOGUE IND,T ,Q,0.69,0.69,0.69,0.69,0.69,0.72,1,484,333.00,
532648,YES BANK    ,A ,Q,59.60,62.35,58.90,61.90,61.90,59.45,27400,11292970,685900027.00,
532649,NECTAR LIFE ,B ,Q,13.04,13.17,12.90,13.13,13.00,12.82,49,8096,105783.00,
532650,MSP STEEL   ,B ,Q,5.30,5.89,5.15,5.70,5.89,5.05,10,19,106.00,
532651,SPL INDS    ,B ,Q,31.60,32.55,31.45,32.10,32.10,31.85,8,785,25279.00,
532652,KARNATAKA BK,A ,Q,76.00,76.70,75.30,75.45,75.45,75.10,444,51074,3873402.00,
532654,MCLEOD RUSSE,T ,Q,11.81,12.34,11.52,11.86,11.86,11.81,38,9169,109978.00,
532656,FACOR ALLOYS,X ,Q,1.05,1.05,0.97,0.99,1.03,1.03,27,19962,19822.00,
532658,EON ELECT   ,B ,Q,13.93,13.93,13.86,13.86,13.86,13.27,2,10,138.00,
532659,IDFC        ,A ,Q,35.00,35.85,34.50,35.45,35.40,34.95,163,48224,1702727.00,
532660,VIVIMED LABS,B ,Q,14.65,15.65,14.65,14.75,14.70,14.75,54,4448,67146.00,
532661,RANE MADRAS ,B ,Q,254.20,257.55,252.30,257.55,257.55,252.95,12,21,5343.00,
532662,HT MEDIA    ,B ,Q,22.75,23.25,22.50,23.15,23.20,22.30,32,3655,83811.00,
532663,SASKEN      ,B ,Q,487.00,498.80,485.35,497.20,497.20,500.90,74,263,130329.00,
532666,FCS SOFTWARE,T ,Q,0.25,0.25,0.25,0.25,0.25,0.24,27,25606,6401.00,
532667,SUZLONENERGY,A ,Q,3.50,3.60,3.50,3.55,3.55,3.49,1576,1167682,4156507.00,
532668,AURIONPRO SO,B ,Q,86.85,89.00,86.85,89.00,89.00,84.40,55,417,36854.00,
532670,RENUKA SUGAR,B ,Q,7.30,7.51,7.11,7.36,7.30,7.37,193,138114,1001775.00,
532673,KM SUGARMILL,B ,Q,7.20,7.24,7.13,7.24,7.24,7.05,11,3840,27618.00,
532678,BOMBAY RAYON,B ,Q,5.12,5.13,5.11,5.12,5.13,4.90,27,10145,51938.00,
532679,SORILINFRA  ,B ,Q,87.00,88.00,83.00,86.25,86.25,83.85,95,9616,841048.00,
532683,AIAENGINEER ,A ,Q,1520.00,1530.00,1484.20,1510.30,1518.80,1515.85,319,9620,14614806.00,
532684,EVEREST KANT,B ,Q,19.00,19.70,19.00,19.60,19.70,19.05,42,4104,79323.00,
532686,KERNEX MICRO,T ,Q,20.00,20.00,20.00,20.00,20.00,20.00,5,577,11540.00,
532687,REPRO INDIA ,B ,Q,528.30,531.00,508.05,520.00,520.00,534.25,34,164,85329.00,
532689,PVR LTD     ,A ,Q,1485.00,1508.00,1477.40,1494.95,1497.75,1488.30,276,4549,6787120.00,
532692,RADHA MADHAV,B ,Q,3.72,3.72,3.52,3.62,3.61,3.55,15,3456,12466.00,
532693,PUNJ LLOYD  ,B ,Q,1.20,1.30,1.20,1.27,1.29,1.24,54,64573,82489.00,
532694,BARTRONICSIN,B ,Q,2.35,2.57,2.35,2.35,2.35,2.45,3,2051,5259.00,
532695,CELEBRITYFAS,B ,Q,7.50,7.50,7.05,7.05,7.05,7.34,7,1098,7889.00,
532696,EDUCOMP SOLN,Z ,Q,1.25,1.31,1.24,1.24,1.30,1.27,22,4544,5646.00,
532698,NITINSPINNER,B ,Q,48.30,48.55,47.00,47.55,47.15,48.35,90,698,33343.00,
532699,ROYALORCH   ,B ,Q,61.75,62.75,61.40,62.60,62.60,62.50,95,1258,78010.00,
532700,ENT NETWORK ,B ,Q,352.00,358.70,345.05,353.35,358.70,359.90,30,169,59076.00,
532701,CELLA       ,Z ,Q,4.09,4.09,4.09,4.09,4.09,4.30,1,100,409.00,
532702,GUJ PETRONET,A ,Q,215.70,220.50,214.25,219.75,219.60,215.80,264,5712,1251314.00,
532705,JAGRAN PRAK ,A ,Q,67.45,68.35,66.25,67.55,67.55,65.90,147,8752,585679.00,
532706,INOX LEISURE,A ,Q,268.05,274.70,268.05,271.30,270.20,267.05,534,2535,686884.00,
532707,DYNEMIC PRO ,B ,Q,124.70,124.70,115.95,118.70,119.35,119.05,126,7823,920467.00,
532708,GVK POWERINF,B ,Q,4.45,4.51,4.42,4.45,4.48,4.45,91,77377,345272.00,
532710,SADBHAV ENGG,A ,Q,138.50,139.25,136.20,138.70,138.70,137.30,26,1334,184604.00,
532712,REL COM LTD ,A ,Q,0.76,0.76,0.76,0.76,0.76,0.79,216,458885,348752.00,
532713,SAKUMA EXPO ,B ,Q,9.93,9.93,9.93,9.93,9.93,9.46,15,27223,270324.00,
532714,KEC INTERN  ,A ,Q,250.00,250.00,244.00,245.15,245.25,243.65,377,17992,4429059.00,
532719,BL KASHYAP  ,B ,Q,10.35,10.53,10.02,10.52,10.52,10.03,22,23048,237013.00,
532720,M&M FINANSER,A ,Q,330.00,330.00,319.15,320.05,320.05,329.15,2097,117498,37920085.00,
532721,VISA STEEL  ,B ,Q,4.51,4.98,4.51,4.65,4.65,4.89,4,5919,27618.00,
532722,NITCO TILES ,B ,Q,23.00,23.90,22.80,23.00,23.10,22.55,139,39158,915445.00,
532725,SOLAR IND   ,A ,Q,1082.35,1083.20,1071.00,1071.95,1071.00,1071.80,17,152,163616.00,
532726,GALLAN METAL,B ,Q,30.75,32.80,30.00,30.60,32.00,30.75,139,775,23725.00,
532727,ADHUNIK MET ,T ,Q,1.07,1.10,1.07,1.08,1.08,1.05,12,33978,36495.00,
532728,MALU PAPER  ,B ,Q,19.40,19.40,19.40,19.40,19.40,19.75,56,95,1843.00,
532729,UTTAM SUGAR ,B ,Q,108.00,109.50,106.10,107.00,107.00,105.95,138,6331,681028.00,
532730,STL GLOBAL  ,T ,Q,8.79,8.79,8.79,8.79,8.79,9.25,1,50,439.00,
532731,ROHIT FERRO ,T ,Q,0.78,0.78,0.75,0.78,0.78,0.75,4,469,358.00,
532732,KEWAL KIRAN ,B ,Q,990.00,990.00,990.00,990.00,990.00,1000.00,1,50,49500.00,
532733,SUN TVNET   ,A ,Q,427.20,438.00,427.00,434.70,435.05,428.60,901,60825,26353143.00,
532734,GODAWARI POW,B ,Q,132.95,137.80,129.30,131.60,129.45,129.50,866,12248,1633238.00,
532735,RSYSTEMINT  ,B ,Q,40.10,40.80,40.05,40.55,40.55,40.85,7,737,29589.00,
532737,EMKAY GLOB F,B ,Q,59.00,59.00,53.60,54.65,55.05,54.65,101,4086,229007.00,
532740,LOKESH MACH ,B ,Q,36.00,36.00,35.25,35.40,35.40,36.50,10,1054,37904.00,
532741,KAMDHENU    ,B ,Q,92.35,92.35,89.00,90.60,90.70,88.00,90,387,35000.00,
532742,PAUSHAK LTD ,X ,Q,2195.30,2344.00,2163.50,2282.60,2282.60,2225.00,278,1433,3180419.00,
532744,GTN TEXTILE ,B ,Q,6.08,6.08,6.08,6.08,6.08,6.73,1,5,30.00,
532745,INDICAP     ,X ,Q,30.80,30.80,30.25,30.30,30.80,30.10,9,5866,178562.00,
532746,UNITY INFRA ,Z ,Q,0.41,0.41,0.41,0.41,0.41,0.41,1,250,102.00,
532748,PRIME FOCUS ,B ,Q,38.00,38.00,37.00,37.75,37.75,37.90,35,1068,39640.00,
532749,ALLCARGO    ,B ,Q,89.75,90.95,89.00,90.75,90.55,88.70,51,2156,194579.00,
532754,GMR INFRASTR,A ,Q,14.75,15.00,14.70,14.90,14.90,14.80,235,518732,7693293.00,
532755,TECH MAH    ,A ,Q,710.00,710.00,691.10,695.35,695.35,702.85,2157,41047,28652471.00,
532756,MAHINDCIE   ,A ,Q,154.65,154.65,150.35,152.30,150.75,156.40,233,3256,495736.00,
532757,VOLTAMP TRAN,B ,Q,1115.00,1120.00,1112.20,1119.40,1120.00,1112.90,78,203,226886.00,
532759,ATLANTA     ,B ,Q,6.23,6.36,6.23,6.23,6.23,6.55,10,1203,7517.00,
